uEovyV7PPcoSkWKt90Yk4w	8950 Villa La Jolla DrSuite B212La Jolla, CA 92037	List(Health and Medical, Chiropractors)	5.0
uEovyV7PPcoSkWKt90Yk4w	8950 Villa La Jolla DrSuite B212La Jolla, CA 92037	List(Health and Medical, Chiropractors)	5.0
ToIFBIpViG_hVaLU0_bcsw	2637 Ellendale PlSouth Los AngelesLos Angeles, CA 90007	List(Local Services, Electronics, Shopping, Electronics Repair)	5.0
Q8mmjSgE5YXl_UQXUF-fUA	1820 W 11th StUnit E & FUpland, CA 91786	List(Auto Repair, Automotive, Oil Change Stations)	5.0
Po4Wssd5MCzVsUwBqFW3gQ	1030 W Martin Luther King JSouth Los AngelesLos Angeles, CA 90037	List(Chinese, Restaurants)	5.0
of1BqXidTdtStIrHwrxwhA	600 S Lake AveSte 105PasadenaPasadena, CA 91106	List(Doctors, Health and Medical, Family Practice, Urgent Care)	5.0
uI_uX0_4jzpmdRj2q1zGHg	778 HigueraSte FSan Luis Obispo, CA 93401	List(Hair Salons, Makeup Artists, Beauty and Spas)	5.0
uI_uX0_4jzpmdRj2q1zGHg	778 HigueraSte FSan Luis Obispo, CA 93401	List(Hair Salons, Makeup Artists, Beauty and Spas)	5.0
AbB1MOLe_qylcAoRZMe1UA	Mountain View, CA 94309	List(Photographers, Event Planning & Services)	5.0
AbB1MOLe_qylcAoRZMe1UA	Mountain View, CA 94309	List(Photographers, Event Planning & Services)	5.0
A_TSfwmIV0bWEsZjwAa-6Q	1060 E Green StPasadenaPasadena, CA 91106	List(Oral Surgeons, Dentists, Health and Medical)	5.0
A_TSfwmIV0bWEsZjwAa-6Q	1060 E Green StPasadenaPasadena, CA 91106	List(Oral Surgeons, Dentists, Health and Medical)	5.0
AYdGIU1fZPFro5fYWEEE3Q	522 Midvale AveWestwoodLos Angeles, CA 90024	List(Web Design, Graphic Design, Professional Services)	5.0
AYdGIU1fZPFro5fYWEEE3Q	522 Midvale AveWestwoodLos Angeles, CA 90024	List(Web Design, Graphic Design, Professional Services)	5.0
q61NhLLDPSI85HndPRu8hg	1710 W Foothill Blvd Ste D11Upland, CA 91786	List()	5.0
q61NhLLDPSI85HndPRu8hg	1710 W Foothill Blvd Ste D11Upland, CA 91786	List()	5.0
0RyDE2D5NuuYJ5H6ku6hMQ	2150 Allston WaySte 280Downtown BerkeleyBerkeley, CA 94704	List(Hotels & Travel, Tours)	5.0
AVkukuViwwbu51rEY9BN0g	900 Hilgard AveWestwoodLos Angeles, CA 90024	List(Churches, Religious Organizations)	5.0
AVkukuViwwbu51rEY9BN0g	900 Hilgard AveWestwoodLos Angeles, CA 90024	List(Churches, Religious Organizations)	5.0
AUcG5ocUDiGI1NBuTtIQ6w	553 S. Lake Aveat Lake and California above the pharmacy inside Yoga KingdomPasadenaPasadena, CA 91101	List(Arts & Entertainment, Performing Arts)	5.0
AUcG5ocUDiGI1NBuTtIQ6w	553 S. Lake Aveat Lake and California above the pharmacy inside Yoga KingdomPasadenaPasadena, CA 91101	List(Arts & Entertainment, Performing Arts)	5.0
uNoEkI81MGFJfkld_6taxQ	1224 E Green StSte 101PasadenaPasadena, CA 91106	List(Doctors, Cannabis Clinics, Health and Medical, Naturopathic/Holistic)	5.0
uNoEkI81MGFJfkld_6taxQ	1224 E Green StSte 101PasadenaPasadena, CA 91106	List(Doctors, Cannabis Clinics, Health and Medical, Naturopathic/Holistic)	5.0
0fjBaoE40bS3VzJ-YCwmPQ	491 N Central AveSte AUpland, CA 91786	List(Acupuncture, Health and Medical)	5.0
TvU8F_N2QM2KebTDtubLxA	2518 S Figueroa StSouth Los AngelesLos Angeles, CA 90007	List(Asian Fusion, Restaurants)	5.0
uOE-NTG4b-oE-8YcJw2ZAw	8950 Villa La Jolla DrSte B129La Jolla, CA 92037	List(Acupuncture, Health and Medical)	5.0
uOE-NTG4b-oE-8YcJw2ZAw	8950 Villa La Jolla DrSte B129La Jolla, CA 92037	List(Acupuncture, Health and Medical)	5.0
NNwbvzJ1Xd9OWYdqcXITPw	813 W Foothill BlvdClaremont, CA 91711	List(Arts & Entertainment, Art Galleries, Shopping, Jewelry, Psychics & Astrologers)	5.0
q9vLbxQwbWXL0wnm2_KeuQ	Scripps Institution of Oceanography8610 Kennel WayLa Jolla ShoresLa Jolla, CA 92037	List(Event Planning & Services, Venues & Event Spaces)	5.0
TvU8F_N2QM2KebTDtubLxA	2518 S Figueroa StSouth Los AngelesLos Angeles, CA 90007	List(Asian Fusion, Restaurants)	5.0
TwKJJ3_LbOmxZDDN6XIFbw	2150 Allston WaySte 400Downtown BerkeleyBerkeley, CA 94704	List(Professional Services, Lawyers, Estate Planning Law)	5.0
AMA_QmdjJIjhWMxkgjBM8A	9850 Genesee AveSte 760La Jolla, CA 92037	List(Health and Medical, Dentists, General Dentistry)	5.0
AMA_QmdjJIjhWMxkgjBM8A	9850 Genesee AveSte 760La Jolla, CA 92037	List(Health and Medical, Dentists, General Dentistry)	5.0
AHXGBnZyFmXsfGAgyNZTFg	200 S Oak Knoll AveSte 102PasadenaPasadena, CA 91101	List(Health and Medical, Dentists, General Dentistry)	5.0
AHXGBnZyFmXsfGAgyNZTFg	200 S Oak Knoll AveSte 102PasadenaPasadena, CA 91101	List(Health and Medical, Dentists, General Dentistry)	5.0
TwKJJ3_LbOmxZDDN6XIFbw	2150 Allston WaySte 400Downtown BerkeleyBerkeley, CA 94704	List(Professional Services, Lawyers, Estate Planning Law)	5.0
UD7Ss1S4Aey3h7FQa4mMag	7545 Charmant DrLa JollaSan Diego, CA 92122	List(Active Life, Trainers, Fitness & Instruction)	5.0
UD7Ss1S4Aey3h7FQa4mMag	7545 Charmant DrLa JollaSan Diego, CA 92122	List(Active Life, Trainers, Fitness & Instruction)	5.0
foxv2D0v7NJfzoDWQ4VDMg	2199 Bancroft WayDowntown BerkeleyBerkeley, CA 94704	List(Arts & Crafts, Shopping, Framing)	5.0
0ItB3I55Xxdrd-69ZJ43qQ	9500 Gilman DrSan Diego, CA 92093	List(Active Life)	5.0
0ItB3I55Xxdrd-69ZJ43qQ	9500 Gilman DrSan Diego, CA 92093	List(Active Life)	5.0
qvd8A3G5d_0JoCkayerT-g	2232 S Figueroa StSouth Los AngelesLos Angeles, CA 90007	List(Acupuncture, Health and Medical)	5.0
ABimh1vk8ihO6JJ-ecqzMg	919 Palm StSan Luis Obispo, CA 93401	List(Automotive, Parking)	5.0
ABimh1vk8ihO6JJ-ecqzMg	919 Palm StSan Luis Obispo, CA 93401	List(Automotive, Parking)	5.0
ucCSQGmblfQmVGq7Yy6vhw	PO Box 14753San Luis Obispo, CA 93406	List()	5.0
ucCSQGmblfQmVGq7Yy6vhw	PO Box 14753San Luis Obispo, CA 93406	List()	5.0
o2yJcC-80oFgAyBA4UmRzw	1842 W 11th StSte GUpland, CA 91784	List(Active Life, Gyms, Trainers, Fitness & Instruction)	5.0
sHdn5oq2yIAin7UvigxDuw	1100 Glendon Ave17th FlWestwoodLos Angeles, CA 90024	List(Professional Services, Lawyers, Personal Injury Law)	5.0
sHdn5oq2yIAin7UvigxDuw	1100 Glendon Ave17th FlWestwoodLos Angeles, CA 90024	List(Professional Services, Lawyers, Personal Injury Law)	5.0
g-d0cQi8706YG3tVQwwVUw	RE/MAX Tri City1055 E Colorado Blvd, Ste 5128PasadenaPasadena, CA 91106	List(Real Estate Agents, Home Services, Real Estate)	5.0
J8tWdm8EKKLVE82mzCgH6w	3775 Broadway PlaceSouth East LALos Angeles, CA 90007	List(Women's Clothing, Fashion, Shopping)	5.0
o2yJcC-80oFgAyBA4UmRzw	1842 W 11th StSte GUpland, CA 91784	List(Active Life, Gyms, Trainers, Fitness & Instruction)	5.0
o2nvKsqafexXX2OHG6hKXg	308 Westwood PlzWestwoodLos Angeles, CA 90095	List(Event Planning & Services, Party & Event Planning)	5.0
o2nvKsqafexXX2OHG6hKXg	308 Westwood PlzWestwoodLos Angeles, CA 90095	List(Event Planning & Services, Party & Event Planning)	5.0
q9vLbxQwbWXL0wnm2_KeuQ	Scripps Institution of Oceanography8610 Kennel WayLa Jolla ShoresLa Jolla, CA 92037	List(Event Planning & Services, Venues & Event Spaces)	5.0
RhMV5C8HbHl3H-gy5_wgTQ	101 N Indian Hill BlvdSte C1-205Claremont, CA 91711	List(Dentists, Cosmetic Dentists, Health and Medical, Pediatric Dentists, General Dentistry)	5.0
CJiN7ZzW_iBJue4ebTm3dw	1176 E Colorado BlvdPasadenaPasadena, CA 91106	List(Investing, Financial Services, Shopping, Antiques)	5.0
J8tWdm8EKKLVE82mzCgH6w	3775 Broadway PlaceSouth East LALos Angeles, CA 90007	List(Women's Clothing, Fashion, Shopping)	5.0
g-d0cQi8706YG3tVQwwVUw	RE/MAX Tri City1055 E Colorado Blvd, Ste 5128PasadenaPasadena, CA 91106	List(Real Estate Agents, Home Services, Real Estate)	5.0
G6q_AofNlbwG6Fd-vuhTPg	8950 Villa La Jolla DrSte C-210La Jolla, CA 92037	List(Dentists, Health and Medical)	5.0
G6q_AofNlbwG6Fd-vuhTPg	8950 Villa La Jolla DrSte C-210La Jolla, CA 92037	List(Dentists, Health and Medical)	5.0
qEOITbzuwqqyD8ldNgUk3w	1093 1/2 Broxton AveWestwoodLos Angeles, CA 90024	List(Shopping, Jewelry)	5.0
UQ4yYM-ftQzYhNM7upbmuw	843 W Foothill BlvdClaremont, CA 91711	List(Acupuncture, Health and Medical)	5.0
g1ZgmgEo20s4kLMDtXuG5Q	740 E Green StPasadenaPasadena, CA 91101	List(Active Life, Pilates, Gyms, Trainers, Fitness & Instruction)	5.0
g1ZgmgEo20s4kLMDtXuG5Q	740 E Green StPasadenaPasadena, CA 91101	List(Active Life, Pilates, Gyms, Trainers, Fitness & Instruction)	5.0
UQ4yYM-ftQzYhNM7upbmuw	843 W Foothill BlvdClaremont, CA 91711	List(Acupuncture, Health and Medical)	5.0
UQXOIVHDVe7GqAxg9BeRhA	3655 S Grand AveSouth Los AngelesLos Angeles, CA 90007	List(Local Services, Sewing & Alterations)	5.0
UQXOIVHDVe7GqAxg9BeRhA	3655 S Grand AveSouth Los AngelesLos Angeles, CA 90007	List(Local Services, Sewing & Alterations)	5.0
UTmOQoKD1-uylIgPprXATQ	8950 Villa La Jolla DrSte B129La Jolla, CA 92037	List(Acupuncture, Health and Medical)	5.0
UTmOQoKD1-uylIgPprXATQ	8950 Villa La Jolla DrSte B129La Jolla, CA 92037	List(Acupuncture, Health and Medical)	5.0
qEOITbzuwqqyD8ldNgUk3w	1093 1/2 Broxton AveWestwoodLos Angeles, CA 90024	List(Shopping, Jewelry)	5.0
CJiN7ZzW_iBJue4ebTm3dw	1176 E Colorado BlvdPasadenaPasadena, CA 91106	List(Investing, Financial Services, Shopping, Antiques)	5.0
g2KJh4Pnlt0UaGLhCeDOVg	881 Pacific StSan Luis Obispo, CA 93401	List(Health and Medical, Dentists, General Dentistry)	5.0
G8AKGiIltPZD_sFQFQ8ByQ	974 Santa Rosa StSan Luis Obispo, CA 93401	List(Massage, Beauty and Spas)	5.0
G8AKGiIltPZD_sFQFQ8ByQ	974 Santa Rosa StSan Luis Obispo, CA 93401	List(Massage, Beauty and Spas)	5.0
CJsJzlv9wZ6UwsM68btgPg	10982 Roebling AveSte 502WestwoodLos Angeles, CA 90024	List(Musical Instruments & Teachers, Shopping)	5.0
CJsJzlv9wZ6UwsM68btgPg	10982 Roebling AveSte 502WestwoodLos Angeles, CA 90024	List(Musical Instruments & Teachers, Shopping)	5.0
g2KJh4Pnlt0UaGLhCeDOVg	881 Pacific StSan Luis Obispo, CA 93401	List(Health and Medical, Dentists, General Dentistry)	5.0
CJz5KjdETtHXoma4EH6KhQ	204 N Yale Ave2nd FlClaremont, CA 91711	List(Active Life, Pilates, Fitness & Instruction)	5.0
uxcFHByV6Gf7q_SZfn-RUA	WestwoodLos Angeles, CA 90024	List(Flowers & Gifts, Shopping, Florists)	5.0
uxcFHByV6Gf7q_SZfn-RUA	WestwoodLos Angeles, CA 90024	List(Flowers & Gifts, Shopping, Florists)	5.0
CJz5KjdETtHXoma4EH6KhQ	204 N Yale Ave2nd FlClaremont, CA 91711	List(Active Life, Pilates, Fitness & Instruction)	5.0
nzA2j-f-W5bRiGYkhmLvGw	950  Gayley AveWestwoodLos Angeles, CA 90024	List(Keys & Locksmiths, Home Services)	5.0
uzDQiNdxhW3fcJG2E9l_3A	9834 Genesee AveSte 209La Jolla, CA 92037	List(Doctors, Laser Eye Surgery/Lasik, Ophthalmologists, Health and Medical, Optometrists)	5.0
uzDQiNdxhW3fcJG2E9l_3A	9834 Genesee AveSte 209La Jolla, CA 92037	List(Doctors, Laser Eye Surgery/Lasik, Ophthalmologists, Health and Medical, Optometrists)	5.0
9j6aqUdpPojPFkb265ep3w	800 E. Colorado BlvdPasadenaPasadena, CA 91101	List(Car Wash, Automotive, Auto Detailing, Parking)	5.0
9j6aqUdpPojPFkb265ep3w	800 E. Colorado BlvdPasadenaPasadena, CA 91101	List(Car Wash, Automotive, Auto Detailing, Parking)	5.0
9gMhZSgqERCQDzpuxg5UlQ	140 S Lake StSte 348PasadenaPasadena, CA 91101	List(Accountants, Professional Services, Lawyers)	5.0
9gMhZSgqERCQDzpuxg5UlQ	140 S Lake StSte 348PasadenaPasadena, CA 91101	List(Accountants, Professional Services, Lawyers)	5.0
9dHU4P7Gha3dyUaR2gBfsw	South Los AngelesLos Angeles, CA 90007	List(Automotive, Auto Glass Services)	5.0
9dHU4P7Gha3dyUaR2gBfsw	South Los AngelesLos Angeles, CA 90007	List(Automotive, Auto Glass Services)	5.0
nzA2j-f-W5bRiGYkhmLvGw	950  Gayley AveWestwoodLos Angeles, CA 90024	List(Keys & Locksmiths, Home Services)	5.0
U_LA0AwS9ZE3AMMgSccvSw	1021 Broad StSan Luis Obispo, CA 93401	List(Local Services, Carpet Cleaning)	5.0
9b1IhQReDo3NoEoP950wnQ	1110 California BlvdSte CSan Luis Obispo, CA 93401	List(Property Management, Home Services, Real Estate)	5.0
9b1IhQReDo3NoEoP950wnQ	1110 California BlvdSte CSan Luis Obispo, CA 93401	List(Property Management, Home Services, Real Estate)	5.0
U_LA0AwS9ZE3AMMgSccvSw	1021 Broad StSan Luis Obispo, CA 93401	List(Local Services, Carpet Cleaning)	5.0
UaFr3AeN2QCl7s9SLRN9wQ	1027 B Marsh StSan Luis Obispo, CA 93401	List(Shopping, Photography Stores & Services)	5.0
M0LsQjjRK9kZGtpl5LFIYg	1059 East Green StreetPasadenaPasadena, CA 91106	List(Hair Salons, Barbers, Beauty and Spas)	5.0
UaFr3AeN2QCl7s9SLRN9wQ	1027 B Marsh StSan Luis Obispo, CA 93401	List(Shopping, Photography Stores & Services)	5.0
UbckQRPzwfwOOqa0ff38Aw	801 Welch RdStanford, CA 94305	List(Doctors, Health and Medical, Cosmetic Surgeons)	5.0
UbckQRPzwfwOOqa0ff38Aw	801 Welch RdStanford, CA 94305	List(Doctors, Health and Medical, Cosmetic Surgeons)	5.0
ntGHcuP4JZYuys1_BROU4g	Dale Oxley Studio2315 Durant AveUC Campus AreaBerkeley, CA 94704	List(Hair Salons, Beauty and Spas)	5.0
9YUi9j0k4Ps-yGOwgw-HOw	767 E Green Strear buildingPasadenaPasadena, CA 91101	List(Auto Repair, Automotive)	5.0
9YUi9j0k4Ps-yGOwgw-HOw	767 E Green Strear buildingPasadenaPasadena, CA 91101	List(Auto Repair, Automotive)	5.0
ntGHcuP4JZYuys1_BROU4g	Dale Oxley Studio2315 Durant AveUC Campus AreaBerkeley, CA 94704	List(Hair Salons, Beauty and Spas)	5.0
M0LsQjjRK9kZGtpl5LFIYg	1059 East Green StreetPasadenaPasadena, CA 91106	List(Hair Salons, Barbers, Beauty and Spas)	5.0
PsE1SR-WuUF6-SBlK6GI6g	909 W Adams BlvdSouth Los AngelesLos Angeles, CA 90007	List(Libraries, Public Services & Government)	5.0
tJ4UOM9za91ichmhi3dYSA	3636 Nobel DrSte 170University CitySan Diego, CA 92122	List(Real Estate Agents, Real Estate Services, Home Services, Real Estate)	5.0
9UVzfAeCnH0hhGwzBWnGxg	University of California BerkeleyCollege Ave & Bancroft WayUC Campus AreaBerkeley, CA 94702	List(Arts & Entertainment, Performing Arts, Nightlife, Music Venues)	5.0
9UVzfAeCnH0hhGwzBWnGxg	University of California BerkeleyCollege Ave & Bancroft WayUC Campus AreaBerkeley, CA 94702	List(Arts & Entertainment, Performing Arts, Nightlife, Music Venues)	5.0
v6SHliVI3874pywXDDLczg	9850 Genesee AveSte 460La Jolla, CA 92037	List(Doctors, Health and Medical, Cosmetic Surgeons)	5.0
v6SHliVI3874pywXDDLczg	9850 Genesee AveSte 460La Jolla, CA 92037	List(Doctors, Health and Medical, Cosmetic Surgeons)	5.0
M-qZO33MIDgx9S9q9M4lBw	Claremont, CA 91711	List(Photographers, Event Planning & Services)	5.0
M-qZO33MIDgx9S9q9M4lBw	Claremont, CA 91711	List(Photographers, Event Planning & Services)	5.0
v6rCXXeFdHX32Glbrs7o5g	8755 Biological GradeLa Jolla ShoresSan Diego, CA 92037	List(Food, Coffee & Tea, Food Stands, Restaurants)	5.0
v6rCXXeFdHX32Glbrs7o5g	8755 Biological GradeLa Jolla ShoresSan Diego, CA 92037	List(Food, Coffee & Tea, Food Stands, Restaurants)	5.0
Uh8iSP9Ncx8r5Bjd4-au3A	319 Yale AveClaremont, CA 91711	List(Department Stores, Fashion, Shopping, Personal Shopping, Men's Clothing)	5.0
Uh8iSP9Ncx8r5Bjd4-au3A	319 Yale AveClaremont, CA 91711	List(Department Stores, Fashion, Shopping, Personal Shopping, Men's Clothing)	5.0
Uk0bvF4fI_bt99hwC_TPDQ	10833 Le Conte AveWestwoodLos Angeles, CA 90095	List(Doctors, Health and Medical)	5.0
Uk0bvF4fI_bt99hwC_TPDQ	10833 Le Conte AveWestwoodLos Angeles, CA 90095	List(Doctors, Health and Medical)	5.0
CLenknsOH4eklJZOqTsejw	663 E Foothill BlvdClaremont, CA 91711	List(Local Services, Preschools, Education, Child Care & Day Care, Elementary Schools)	5.0
nrY4PxuZFND6Y1Tm4xNFbQ	P.O.Box 4404San Luis Obispo, CA 93403	List(Specialty Food, Ethnic Food, Food)	5.0
LshmVD1BIiznKOlrMa2lnA	415 W Foothill BlvdSte 309Claremont, CA 91711	List(Shopping, Home & Garden, Furniture Stores)	5.0
nrY4PxuZFND6Y1Tm4xNFbQ	P.O.Box 4404San Luis Obispo, CA 93403	List(Specialty Food, Ethnic Food, Food)	5.0
LshmVD1BIiznKOlrMa2lnA	415 W Foothill BlvdSte 309Claremont, CA 91711	List(Shopping, Home & Garden, Furniture Stores)	5.0
Upa2yYuw4yslZCK1077-BQ	901 E Del Mar BlvdPasadenaPasadena, CA 91106	List(Shopping, Mobile Phones)	5.0
Upa2yYuw4yslZCK1077-BQ	901 E Del Mar BlvdPasadenaPasadena, CA 91106	List(Shopping, Mobile Phones)	5.0
Lr3WKzOW0x1IQwpRhYYIeg	452 W Vernon AveSouth Los AngelesLos Angeles, CA 90037	List(Arts & Entertainment)	5.0
Lr3WKzOW0x1IQwpRhYYIeg	452 W Vernon AveSouth Los AngelesLos Angeles, CA 90037	List(Arts & Entertainment)	5.0
tJ4UOM9za91ichmhi3dYSA	3636 Nobel DrSte 170University CitySan Diego, CA 92122	List(Real Estate Agents, Real Estate Services, Home Services, Real Estate)	5.0
PsE1SR-WuUF6-SBlK6GI6g	909 W Adams BlvdSouth Los AngelesLos Angeles, CA 90007	List(Libraries, Public Services & Government)	5.0
V0BNdhFIpzxKIGYAoBjBnw	1712 W Jefferson AveSouth Los AngelesLos Angeles, CA 90018	List(Elementary Schools, Education, Preschools)	5.0
V0BNdhFIpzxKIGYAoBjBnw	1712 W Jefferson AveSouth Los AngelesLos Angeles, CA 90018	List(Elementary Schools, Education, Preschools)	5.0
vFeOp1uJCYCKY1IfFQhw5w	133 S Hudson AveSte 2PasadenaPasadena, CA 91101	List(Active Life, Pilates, Yoga, Trainers, Fitness & Instruction)	5.0
vFeOp1uJCYCKY1IfFQhw5w	133 S Hudson AveSte 2PasadenaPasadena, CA 91101	List(Active Life, Pilates, Yoga, Trainers, Fitness & Instruction)	5.0
i8IiEWx8LWnTIJDBmH-YBg	215 Yale AveClaremont, CA 91711	List(Shopping, Antiques)	5.0
IpHpB8cxYS388D25yl6-8w	141 Harvard Ave Ste CClaremont, CA 91711	List(Cards & Stationery, Arts & Crafts, Flowers & Gifts, Shopping, Event Planning & Services)	5.0
